Postal Code,Planning Region,Planning Area,LONGITUDE,LATITUDE
126831,WEST REGION,CLEMENTI,103.7679522,1.295232219
536491,NORTH EAST REGION,SERANGOON,103.8787264,1.350028796
598001,CENTRAL REGION,BUKIT TIMAH,103.7754652,1.31817797
449302,CENTRAL REGION,MARINE PARADE,103.9037458,1.300819093
449292,EAST REGION,BEDOK,103.9327157,1.309146463
098637,CENTRAL REGION,BUKIT MERAH,103.8158808,1.267052425
768961,NORTH REGION,YISHUN,103.8493321,1.423928371
098619,CENTRAL REGION,SOUTHERN ISLANDS,103.8463193,1.250048494
259403,CENTRAL REGION,NEWTON,103.8318946,1.310592602
618648,WEST REGION,JURONG EAST,103.7255913,1.336345544
449287,EAST REGION,BEDOK,103.9308354,1.30904577
587845,WEST REGION,BUKIT PANJANG,103.7737339,1.348849833
118170,CENTRAL REGION,QUEENSTOWN,103.7910113,1.280692611
436915,CENTRAL REGION,KALLANG,103.8744375,1.298022602
449030,EAST REGION,BEDOK,103.9223281,1.307799531
649928,WEST REGION,JURONG WEST,103.7124583,1.342086434
579735,CENTRAL REGION,TOA PAYOH,103.8422732,1.341081447
544993,NORTH EAST REGION,SENGKANG,103.8943185,1.380469493
127452,WEST REGION,CLEMENTI,103.7689203,1.294455883
266625,CENTRAL REGION,BUKIT TIMAH,103.8120791,1.321288291
529776,EAST REGION,TAMPINES,103.9268807,1.347633796
519494,EAST REGION,PASIR RIS,103.953211,1.374438281
588375,CENTRAL REGION,BUKIT TIMAH,103.7814587,1.337543818
556125,NORTH EAST REGION,SERANGOON,103.8675247,1.3485874169999998
558962,NORTH EAST REGION,SERANGOON,103.865798,1.354962466
428121,CENTRAL REGION,GEYLANG,103.9019952,1.312590918
544984,NORTH EAST REGION,SENGKANG,103.8943778,1.381176095
519963,EAST REGION,PASIR RIS,103.94324509999998,1.370195621
509061,EAST REGION,PASIR RIS,103.9695964,1.367426595
768437,NORTH REGION,YISHUN,103.8305723,1.440184141
138642,CENTRAL REGION,QUEENSTOWN,103.7899075,1.302204401
544992,NORTH EAST REGION,SENGKANG,103.8941523,1.3803944330000002
309428,CENTRAL REGION,NOVENA,103.8373921,1.316650192
529238,EAST REGION,TAMPINES,103.9592353,1.3553355319999998
058727,CENTRAL REGION,OUTRAM,103.8464325,1.284976937
609652,WEST REGION,JURONG EAST,103.7363095,1.337277603
098654,CENTRAL REGION,BUKIT MERAH,103.8139126,1.266048386
229953,CENTRAL REGION,NEWTON,103.8384009,1.310320669
569760,NORTH EAST REGION,ANG MO KIO,103.8380405,1.383848415
528809,EAST REGION,TAMPINES,103.960302,1.349327613
238844,CENTRAL REGION,ORCHARD,103.839759,1.301978369
544986,NORTH EAST REGION,SENGKANG,103.8938843,1.3810507369999998
239226,CENTRAL REGION,RIVER VALLEY,103.8325819,1.298104164
579721,CENTRAL REGION,TOA PAYOH,103.8408157,1.343082163
058359,CENTRAL REGION,OUTRAM,103.8439298,1.285757742
595001,CENTRAL REGION,BUKIT TIMAH,103.7758872,1.31754733
098645,CENTRAL REGION,BUKIT MERAH,103.8156798,1.26579759
126833,WEST REGION,CLEMENTI,103.7685225,1.295146893
098638,CENTRAL REGION,BUKIT MERAH,103.816153,1.267211137
138643,CENTRAL REGION,QUEENSTOWN,103.7900009,1.301733345
544989,NORTH EAST REGION,SENGKANG,103.8935609,1.38055399
593001,CENTRAL REGION,BUKIT TIMAH,103.774441,1.31770229
591001,CENTRAL REGION,BUKIT TIMAH,103.7733176,1.317872976
428128,CENTRAL REGION,GEYLANG,103.9015798,1.312591852
465531,EAST REGION,BEDOK,103.9452088,1.329093469
309432,CENTRAL REGION,NOVENA,103.8364748,1.316862563
126830,WEST REGION,CLEMENTI,103.7676812,1.295268779
579729,CENTRAL REGION,TOA PAYOH,103.8417528,1.341068724
428099,CENTRAL REGION,GEYLANG,103.901965,1.313092471
309427,CENTRAL REGION,NOVENA,103.8376048,1.316416582
544988,NORTH EAST REGION,SENGKANG,103.8936799,1.380636751
465532,EAST REGION,BEDOK,103.9462137,1.329072265
298089,CENTRAL REGION,NOVENA,103.8254102,1.322404801
080102,CENTRAL REGION,BUKIT MERAH,103.8362355,1.27472973
309426,CENTRAL REGION,NOVENA,103.837815,1.316177418
428122,CENTRAL REGION,GEYLANG,103.9015686,1.313072743
449293,EAST REGION,BEDOK,103.9334902,1.309454423
591301,CENTRAL REGION,BUKIT TIMAH,103.7740404,1.319364975
487041,EAST REGION,BEDOK,103.9478536,1.331974032
528828,EAST REGION,TAMPINES,103.9332535,1.358450193
126827,WEST REGION,CLEMENTI,103.7671444,1.294934284
118174,CENTRAL REGION,QUEENSTOWN,103.790319,1.281479044
449291,EAST REGION,BEDOK,103.9320824,1.309506244
528790,EAST REGION,TAMPINES,103.96176640000002,1.348660893
588376,CENTRAL REGION,BUKIT TIMAH,103.781376,1.338222486
129198,WEST REGION,CLEMENTI,103.7561266,1.324277123
600123,WEST REGION,JURONG EAST,103.7369907,1.334566034
689098,WEST REGION,CHOA CHU KANG,103.7509784,1.3981992230000002
098639,CENTRAL REGION,BUKIT MERAH,103.8164597,1.267137839
128799,WEST REGION,CLEMENTI,103.7605028,1.31754401
080107,CENTRAL REGION,BUKIT MERAH,103.8349179,1.273594959
127448,WEST REGION,CLEMENTI,103.767655,1.294548493
289854,CENTRAL REGION,BUKIT TIMAH,103.8089308,1.335471541
289847,CENTRAL REGION,BUKIT TIMAH,103.8094424,1.334871953
127447,WEST REGION,CLEMENTI,103.76753259999998,1.294319293
575569,CENTRAL REGION,BISHAN,103.8318939,1.3655343880000002
098528,CENTRAL REGION,SOUTHERN ISLANDS,103.8425111,1.243744865
126810,WEST REGION,CLEMENTI,103.7675363,1.296814034
129196,WEST REGION,CLEMENTI,103.7562233,1.323839642
126815,WEST REGION,CLEMENTI,103.7674338,1.295624184
098530,CENTRAL REGION,SOUTHERN ISLANDS,103.8419647,1.243234247
399938,CENTRAL REGION,GEYLANG,103.887058,1.306359164
098534,CENTRAL REGION,SOUTHERN ISLANDS,103.8421763,1.244515555
126817,WEST REGION,CLEMENTI,103.7675209,1.296503844
399937,CENTRAL REGION,GEYLANG,103.887058,1.306359164
098451,CENTRAL REGION,SOUTHERN ISLANDS,103.8435457,1.245288947
545653,NORTH EAST REGION,HOUGANG,103.8758283,1.366526614
598008,CENTRAL REGION,BUKIT TIMAH,103.7702135,1.338284892
399940,CENTRAL REGION,GEYLANG,103.887058,1.306359164
126819,WEST REGION,CLEMENTI,103.7681937,1.296737347
126818,WEST REGION,CLEMENTI,103.7681572,1.29646029
018980,CENTRAL REGION,DOWNTOWN CORE,103.8549872,1.279625799
098644,CENTRAL REGION,BUKIT MERAH,103.815977,1.26589365
198784,CENTRAL REGION,KALLANG,103.8643085,1.306311852
199588,CENTRAL REGION,DOWNTOWN CORE,103.8652844,1.302857763
588378,CENTRAL REGION,BUKIT TIMAH,103.7817708,1.338528392
098532,CENTRAL REGION,SOUTHERN ISLANDS,103.8419647,1.243234247
399939,CENTRAL REGION,GEYLANG,103.887058,1.306359164
266621,CENTRAL REGION,BUKIT TIMAH,103.8125222,1.321790792
689102,WEST REGION,CHOA CHU KANG,103.7509578,1.3985797080000002
689101,WEST REGION,CHOA CHU KANG,103.7505318,1.398747384
689106,WEST REGION,CHOA CHU KANG,103.7505473,1.399286813
689104,WEST REGION,CHOA CHU KANG,103.7514505,1.3990270480000002
689105,WEST REGION,CHOA CHU KANG,103.7509903,1.3991327
098327,CENTRAL REGION,SOUTHERN ISLANDS,103.8391646,1.242974246
399936,CENTRAL REGION,GEYLANG,103.8870855,1.306372709
573973,CENTRAL REGION,BISHAN,103.8453776,1.359242486
579732,CENTRAL REGION,TOA PAYOH,103.8409875,1.339920483
648333,WEST REGION,JURONG WEST,103.7057403,1.339235315
098329,CENTRAL REGION,SOUTHERN ISLANDS,103.8398123,1.244201733
648337,WEST REGION,JURONG WEST,103.7047263,1.338853836
573975,CENTRAL REGION,BISHAN,103.8463069,1.3599551090000002
098309,CENTRAL REGION,SOUTHERN ISLANDS,103.8382528,1.239948547
079624,CENTRAL REGION,DOWNTOWN CORE,103.8460251,1.274262457
098308,CENTRAL REGION,SOUTHERN ISLANDS,103.8374872,1.239336627
544991,NORTH EAST REGION,SENGKANG,103.8937441,1.380482197
648336,WEST REGION,JURONG WEST,103.7049922,1.338957803
737901,NORTH REGION,WOODLANDS,103.797685,1.431987445
648340,WEST REGION,JURONG WEST,103.7049562,1.339785704
127449,WEST REGION,CLEMENTI,103.7677561,1.29477441
648335,WEST REGION,JURONG WEST,103.7052469,1.339058163
648338,WEST REGION,JURONG WEST,103.7044559,1.339573175
535193,NORTH EAST REGION,HOUGANG,103.8919859,1.3607453180000002
618646,WEST REGION,JURONG EAST,103.7255168,1.335048305
238621,CENTRAL REGION,RIVER VALLEY,103.8414054,1.298417338
579734,CENTRAL REGION,TOA PAYOH,103.8421768,1.340466107
648342,WEST REGION,JURONG WEST,103.7054971,1.339971674
128800,WEST REGION,CLEMENTI,103.760588,1.31765379
591201,CENTRAL REGION,BUKIT TIMAH,103.7753475,1.318482878
648334,WEST REGION,JURONG WEST,103.7054974,1.339149867
597001,CENTRAL REGION,BUKIT TIMAH,103.7757762,1.318217243
600118,WEST REGION,JURONG EAST,103.7354277,1.336968473
239343,CENTRAL REGION,RIVER VALLEY,103.8395715,1.293485999
737876,NORTH REGION,WOODLANDS,103.7858014,1.42896869
737875,NORTH REGION,WOODLANDS,103.7863478,1.429013108
098624,CENTRAL REGION,SOUTHERN ISLANDS,103.8459987,1.249359673
648343,WEST REGION,JURONG WEST,103.7057558,1.34005397
449289,EAST REGION,BEDOK,103.930754,1.309581271
737874,NORTH REGION,WOODLANDS,103.7863048,1.4294460759999998
127335,WEST REGION,CLEMENTI,103.768414,1.294203479
098533,CENTRAL REGION,SOUTHERN ISLANDS,103.842051,1.244007303
307467,CENTRAL REGION,NOVENA,103.8452717,1.3196002
544918,NORTH EAST REGION,HOUGANG,103.8852514,1.3610780830000002
098531,CENTRAL REGION,SOUTHERN ISLANDS,103.8419647,1.243234247
544896,NORTH EAST REGION,HOUGANG,103.8843743,1.360939058
544917,NORTH EAST REGION,HOUGANG,103.8850055,1.3613158719999998
307468,CENTRAL REGION,NOVENA,103.8450562,1.31943667
544895,NORTH EAST REGION,HOUGANG,103.88499509999998,1.360849547
098527,CENTRAL REGION,SOUTHERN ISLANDS,103.8425111,1.243744865
126816,WEST REGION,CLEMENTI,103.7675281,1.295981857
544916,NORTH EAST REGION,HOUGANG,103.8854841,1.361242633
068803,CENTRAL REGION,DOWNTOWN CORE,103.8505526,1.279294914
648339,WEST REGION,JURONG WEST,103.704714,1.339683482
069047,CENTRAL REGION,DOWNTOWN CORE,103.8473296,1.279400143
544915,NORTH EAST REGION,HOUGANG,103.8853638,1.3615672909999998
519938,EAST REGION,PASIR RIS,103.9416374,1.376957145
596001,CENTRAL REGION,BUKIT TIMAH,103.7760574,1.318378052
648341,WEST REGION,JURONG WEST,103.7052601,1.339894822
519944,EAST REGION,PASIR RIS,103.9416023,1.377447834
519942,EAST REGION,PASIR RIS,103.9420904,1.3772289969999998
098629,CENTRAL REGION,SOUTHERN ISLANDS,103.8463141,1.249188005
737873,NORTH REGION,WOODLANDS,103.7858398,1.429457293
518208,EAST REGION,PASIR RIS,103.9436027,1.372914842
518205,EAST REGION,PASIR RIS,103.9424591,1.373057034
098628,CENTRAL REGION,SOUTHERN ISLANDS,103.8463141,1.249188005
519943,EAST REGION,PASIR RIS,103.9418916,1.37737958
648332,WEST REGION,JURONG WEST,103.7059879,1.339330294
449294,EAST REGION,BEDOK,103.9338653,1.310027002
319582,CENTRAL REGION,TOA PAYOH,103.8465598,1.337838705
319581,CENTRAL REGION,TOA PAYOH,103.8465385,1.337420741
518210,EAST REGION,PASIR RIS,103.9443092,1.372801494
519939,EAST REGION,PASIR RIS,103.9418601,1.376817798
544894,NORTH EAST REGION,HOUGANG,103.8846642,1.3611968769999998
737899,NORTH REGION,WOODLANDS,103.7980978,1.431851529
518216,EAST REGION,PASIR RIS,103.9434175,1.372330819
098529,CENTRAL REGION,SOUTHERN ISLANDS,103.8425111,1.243744865
119006,CENTRAL REGION,QUEENSTOWN,103.7934495,1.287361443
098395,CENTRAL REGION,SOUTHERN ISLANDS,103.8367551,1.242440747
098370,CENTRAL REGION,SOUTHERN ISLANDS,103.8422313,1.248127867
544897,NORTH EAST REGION,HOUGANG,103.8846954,1.360579794
518219,EAST REGION,PASIR RIS,103.942726,1.372581487
518206,EAST REGION,PASIR RIS,103.942654,1.37307908
519941,EAST REGION,PASIR RIS,103.9423674,1.377124934
308414,CENTRAL REGION,NOVENA,103.8419229,1.314044257
098412,CENTRAL REGION,BUKIT MERAH,103.8101948,1.266032303
098418,CENTRAL REGION,BUKIT MERAH,103.8109953,1.267249548
237973,CENTRAL REGION,ORCHARD,103.8317078,1.3038369159999998
591101,CENTRAL REGION,BUKIT TIMAH,103.7748341,1.318256313
098414,CENTRAL REGION,BUKIT MERAH,103.809839,1.266756758
259404,CENTRAL REGION,NEWTON,103.8322786,1.310500574
098408,CENTRAL REGION,BUKIT MERAH,103.8119526,1.26716059
737897,NORTH REGION,WOODLANDS,103.7979468,1.4323447809999998
319583,CENTRAL REGION,TOA PAYOH,103.8467758,1.338095058
594001,CENTRAL REGION,BUKIT TIMAH,103.7751965,1.317468331
518215,EAST REGION,PASIR RIS,103.9438198,1.372342601
357776,CENTRAL REGION,TOA PAYOH,103.8683521,1.330035979
098368,CENTRAL REGION,SOUTHERN ISLANDS,103.841533,1.249130462
098648,CENTRAL REGION,BUKIT MERAH,103.8150796,1.265119469
357774,CENTRAL REGION,TOA PAYOH,103.8683521,1.330035979
098417,CENTRAL REGION,BUKIT MERAH,103.8106369,1.266795342
518207,EAST REGION,PASIR RIS,103.9433066,1.373041211
098404,CENTRAL REGION,BUKIT MERAH,103.8136714,1.267427391
737898,NORTH REGION,WOODLANDS,103.7982273,1.432315245
098416,CENTRAL REGION,BUKIT MERAH,103.8106369,1.266795342
098406,CENTRAL REGION,BUKIT MERAH,103.8127518,1.266974504
737900,NORTH REGION,WOODLANDS,103.7979207,1.431887461
518217,EAST REGION,PASIR RIS,103.9430182,1.3723254930000002
098410,CENTRAL REGION,BUKIT MERAH,103.8111772,1.266864769
737892,NORTH REGION,WOODLANDS,103.7974509,1.432190836
737894,NORTH REGION,WOODLANDS,103.7973817,1.432648556
737893,NORTH REGION,WOODLANDS,103.7974839,1.432405121
479245,EAST REGION,BEDOK,103.9299095,1.338226767
737896,NORTH REGION,WOODLANDS,103.7979178,1.432704882
737895,NORTH REGION,WOODLANDS,103.7977364,1.432657773
689865,WEST REGION,CHOA CHU KANG,103.7481473,1.383725032
357900,CENTRAL REGION,TOA PAYOH,103.8696887,1.335917965
098415,CENTRAL REGION,BUKIT MERAH,103.809839,1.266756758
689863,WEST REGION,CHOA CHU KANG,103.7478051,1.383791851
518209,EAST REGION,PASIR RIS,103.9441225,1.372759564
689862,WEST REGION,CHOA CHU KANG,103.7474818,1.38384932
479251,EAST REGION,BEDOK,103.9313904,1.337509317
528716,EAST REGION,TAMPINES,103.9568506,1.340314962
479253,EAST REGION,BEDOK,103.9311696,1.337188589
098535,CENTRAL REGION,SOUTHERN ISLANDS,103.8425185,1.244403038
529882,EAST REGION,TAMPINES,103.9560923,1.341120505
098618,CENTRAL REGION,SOUTHERN ISLANDS,103.8463193,1.250048494
098369,CENTRAL REGION,SOUTHERN ISLANDS,103.8426064,1.247778426
309430,CENTRAL REGION,NOVENA,103.8369869,1.317327989
098419,CENTRAL REGION,BUKIT MERAH,103.8110023,1.267144993
465538,EAST REGION,BEDOK,103.9469762,1.328005188
207877,CENTRAL REGION,KALLANG,103.858599,1.311356884
098413,CENTRAL REGION,BUKIT MERAH,103.8103167,1.265573736
769136,NORTH REGION,YISHUN,103.8314188,1.410604246
158749,CENTRAL REGION,BUKIT MERAH,103.8170003,1.290951037
529883,EAST REGION,TAMPINES,103.9558561,1.341039934
769135,NORTH REGION,YISHUN,103.8310812,1.4107578719999998
528714,EAST REGION,TAMPINES,103.9565747,1.340715527
769134,NORTH REGION,YISHUN,103.8307176,1.410775554
648320,WEST REGION,JURONG WEST,103.718602,1.342802487
509051,EAST REGION,PASIR RIS,103.9572282,1.378509038
689864,WEST REGION,CHOA CHU KANG,103.7479506,1.3835601709999998
479250,EAST REGION,BEDOK,103.9309575,1.337809213
528715,EAST REGION,TAMPINES,103.956777,1.340529181
518214,EAST REGION,PASIR RIS,103.943434,1.371787555
769139,NORTH REGION,YISHUN,103.8325132,1.411048263
509050,EAST REGION,PASIR RIS,103.9574886,1.378462531
518192,EAST REGION,PASIR RIS,103.9443127,1.370955445
158748,CENTRAL REGION,BUKIT MERAH,103.8170001,1.290944732
479248,EAST REGION,BEDOK,103.9299048,1.3373613290000002
769138,NORTH REGION,YISHUN,103.8321474,1.410899902
479254,EAST REGION,BEDOK,103.9309092,1.337178981
769137,NORTH REGION,YISHUN,103.8317352,1.4106489619999998
518213,EAST REGION,PASIR RIS,103.943841,1.371845061
528721,EAST REGION,TAMPINES,103.9562993,1.339918759
465517,EAST REGION,BEDOK,103.9463496,1.328441558
138638,CENTRAL REGION,QUEENSTOWN,103.7883474,1.305351212
479246,EAST REGION,BEDOK,103.9296547,1.337735553
509049,EAST REGION,PASIR RIS,103.9572482,1.378167404
528719,EAST REGION,TAMPINES,103.9568055,1.339775652
529884,EAST REGION,TAMPINES,103.9557651,1.340858872
648317,WEST REGION,JURONG WEST,103.7178651,1.3430925969999998
689866,WEST REGION,CHOA CHU KANG,103.7482895,1.383940885
769133,NORTH REGION,YISHUN,103.8304796,1.410496184
098630,CENTRAL REGION,SOUTHERN ISLANDS,103.8463164,1.249221548
528718,EAST REGION,TAMPINES,103.9570428,1.339875085
567752,NORTH EAST REGION,ANG MO KIO,103.8483863,1.3703043030000002
768124,NORTH REGION,SEMBAWANG,103.8254373,1.444479549
518211,EAST REGION,PASIR RIS,103.944466,1.371470111
529780,EAST REGION,TAMPINES,103.9267663,1.348801586
679518,WEST REGION,BUKIT PANJANG,103.77712,1.369794702
528685,EAST REGION,TAMPINES,103.9255895,1.348593104
528689,EAST REGION,TAMPINES,103.9262279,1.349544239
528686,EAST REGION,TAMPINES,103.9257672,1.34880402
648318,WEST REGION,JURONG WEST,103.7178661,1.343084543
528684,EAST REGION,TAMPINES,103.9260782,1.348119773
528692,EAST REGION,TAMPINES,103.9269622,1.349269836
528690,EAST REGION,TAMPINES,103.9265213,1.349568059
439893,CENTRAL REGION,MARINE PARADE,103.9009889,1.302807688
109700,CENTRAL REGION,BUKIT MERAH,103.803662,1.282217696
679520,WEST REGION,BUKIT PANJANG,103.7767219,1.3701879019999998
737796,NORTH REGION,WOODLANDS,103.7856902,1.427237299
737795,NORTH REGION,WOODLANDS,103.785345,1.4273419019999998
737797,NORTH REGION,WOODLANDS,103.7860503,1.427287275
109698,CENTRAL REGION,BUKIT MERAH,103.803662,1.282217696
109693,CENTRAL REGION,BUKIT MERAH,103.8030238,1.282201354
109691,CENTRAL REGION,BUKIT MERAH,103.8030238,1.282201354
129197,WEST REGION,CLEMENTI,103.7556361,1.324134513
109687,CENTRAL REGION,BUKIT MERAH,103.8030238,1.282201354
737783,NORTH REGION,WOODLANDS,103.7857329,1.428685837
768130,NORTH REGION,SEMBAWANG,103.8241646,1.44453686
399941,CENTRAL REGION,GEYLANG,103.8880879,1.30665816
098367,CENTRAL REGION,SOUTHERN ISLANDS,103.841533,1.249130462
109685,CENTRAL REGION,BUKIT MERAH,103.8030238,1.282201354
737794,NORTH REGION,WOODLANDS,103.7853034,1.427624914
109697,CENTRAL REGION,BUKIT MERAH,103.803662,1.282217696
018965,CENTRAL REGION,DOWNTOWN CORE,103.8521433,1.28034498
679517,WEST REGION,BUKIT PANJANG,103.7760391,1.369842017
399948,CENTRAL REGION,GEYLANG,103.8896309,1.306976735
439897,CENTRAL REGION,MARINE PARADE,103.9019741,1.303365145
109702,CENTRAL REGION,BUKIT MERAH,103.803662,1.282217696
465515,EAST REGION,BEDOK,103.9464788,1.327802611
109701,CENTRAL REGION,BUKIT MERAH,103.803662,1.282217696
399944,CENTRAL REGION,GEYLANG,103.8885372,1.306478337
737791,NORTH REGION,WOODLANDS,103.7862183,1.427939364
648316,WEST REGION,JURONG WEST,103.7176934,1.342458756
679521,WEST REGION,BUKIT PANJANG,103.7772077,1.370471837
439894,CENTRAL REGION,MARINE PARADE,103.9013668,1.302998483
737787,NORTH REGION,WOODLANDS,103.7859619,1.428354824
554479,NORTH EAST REGION,SERANGOON,103.865369,1.350316056
554477,NORTH EAST REGION,SERANGOON,103.8654622,1.35097219
554478,NORTH EAST REGION,SERANGOON,103.8655721,1.3506218819999998
357902,CENTRAL REGION,TOA PAYOH,103.869281,1.335921612
554475,NORTH EAST REGION,SERANGOON,103.86511740000002,1.351141744
465518,EAST REGION,BEDOK,103.9466765,1.328576924
518191,EAST REGION,PASIR RIS,103.9438926,1.370929995
109690,CENTRAL REGION,BUKIT MERAH,103.8030238,1.282201354
109686,CENTRAL REGION,BUKIT MERAH,103.8030238,1.282201354
109704,CENTRAL REGION,BUKIT MERAH,103.803662,1.282217696
648322,WEST REGION,JURONG WEST,103.7193036,1.3433524
828818,NORTH EAST REGION,PUNGGOL,103.9049323,1.401174602
